CountryCode,SeriesCode,DESCRIPTION
"DZA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"EAS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"EAS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"ECS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"ECS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"ECU","IT.NET.USER.ZS","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones."
"ECU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"ECU","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ECU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"ECU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"EGY","SG.GEN.PARL.ZS","Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012."
"EGY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"EGY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"EGY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"EGY","IT.NET.USER.ZS","Telecom Egypt. From 2003: Ministry of Communications and Information Technology."
"EGY","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ERI","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"ERI","SG.POP.MIGR.FE.ZS","There were no data on international migrants for the country or area concerned and that the estimates presented were imputed."
"ERI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ERI","IT.NET.USER.ZS","Eritrea Telecommunication Services Corporation (Eritel)."
"ERI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ESP","SP.POP.AG00.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG00.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG01.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.TOTL","Data source: Eurostat, Instituto Nacional de Estadística"
"ESP","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estadistica"
"ESP","IT.NET.USER.ZS","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT)."
"ESP","SP.POP.AG01.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.TO65.MA.ZS","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.TO65.FE.ZS","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estadistica"
"ESP","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"ESP","SP.POP.AG02.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG03.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.CDRT.IN","Data source: Eurostat"
"ESP","SP.POP.AG02.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG05.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.CBRT.IN","Data source: Eurostat"
"ESP","SP.POP.AG04.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SG.POP.MIGR.FE.ZS","Including Canary Islands, Ceuta and Melilla. Estimates were derived from data on the foreign-born population."
"ESP","SP.ADO.TFRT","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estadistica"
"ESP","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"ESP","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"ESP","SP.POP.AG05.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG04.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG03.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.BRTH.MF","Including Canary Islands, Ceuta and Melilla."
"EST","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"EST","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Estonia"
"EST","IT.NET.USER.ZS","Ministry of Economic Affairs and Communications. Estonian Competition Authority."
"EST","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"EST","SP.POP.TOTL","Data source: Eurostat, Statistics Estonia"
"EST","SP.DYN.CDRT.IN","Data source: Eurostat"
"EST","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Estonia"
"EST","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Estonia"
"EST","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"EST","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"EST","SP.DYN.CBRT.IN","Data source: Eurostat"
"ETH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ETH","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ETH","IT.NET.USER.ZS","Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
"ETH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"ETH","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"ETH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"FIN","SP.POP.TOTL","Data source: Eurostat, Statistics Finland"
"FIN","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Finland"
"FIN","SP.POP.AG01.MA.IN","Including Åland Islands."
"FIN","SP.POP.AG02.FE.IN","Including Åland Islands."
"FIN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FIN","SP.POP.AG02.MA.IN","Including Åland Islands."
"FIN","SP.POP.AG01.FE.IN","Including Åland Islands."
"FIN","SP.DYN.CDRT.IN","Data source: Eurostat"
"FIN","SP.POP.AG00.MA.IN","Including Åland Islands."
"FIN","SP.POP.AG03.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG00.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG05.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG04.MA.IN","Including Åland Islands."
"FIN","SG.POP.MIGR.FE.ZS","Including Åland Islands. Estimates were derived from data on the foreign-born population."
"FIN","SP.POP.AG05.MA.IN","Including Åland Islands."
"FIN","SP.POP.AG04.FE.IN","Including Åland Islands."
"FIN","SP.POP.BRTH.MF","Including Åland Islands."
"FIN","SP.POP.AG03.MA.IN","Including Åland Islands."
"FIN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"FIN","SP.ADO.TFRT","Including Åland Islands."
"FIN","SP.DYN.CBRT.IN","Data source: Eurostat"
"FIN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FIN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Finland"
"FIN","SP.DYN.TO65.FE.ZS","Including Åland Islands."
"FIN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Finland"
"FIN","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2005: Finnish Communications Regulatory Authority."
"FIN","SP.DYN.TO65.MA.ZS","Including Åland Islands."
"FJI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"FJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"FJI","IT.NET.USER.ZS","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications"
"FJI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"FJI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"FRA","SP.DYN.LE00.FE.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SP.DYN.LE00.MA.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SL.EMP.1524.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.SMGT.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.TOTL.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.TOTL.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","IT.NET.USER.ZS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART)."
"FRA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FRA","SL.EMP.TOTL.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.CBRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SP.DYN.CDRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SL.TLF.CACT.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
